Compound,MarmID,Lesion,TP1_MeanHU,TP2_MeanHU,TP3_MeanHU,TP4_MeanHU,TP5_MeanHU,TP6_MeanHU,TP1_MedianHU,TP2_MedianHU,TP3_MedianHU,TP4_MedianHU,TP5_MedianHU,TP6_MedianHU,TP1_StandDevHU,TP2_StandDevHU,TP3_StandDevHU,TP4_StandDevHU,TP5_StandDevHU,TP6_StandDevHU,TP1_MeanSUV,TP2_MeanSUV,TP3_MeanSUV,TP4_MeanSUV,TP5_MeanSUV,TP6_MeanSUV,TP1_MedianSUV,TP2_MedianSUV,TP3_MedianSUV,TP4_MedianSUV,TP5_MedianSUV,TP6_MedianSUV,TP1_StandDevSUV,TP2_StandDevSUV,TP3_StandDevSUV,TP4_StandDevSUV,TP5_StandDevSUV,TP6_StandDevSUV,TP1_MaxSUV,TP2_MaxSUV,TP3_MaxSUV,TP4_MaxSUV,TP5_MaxSUV,TP6_MaxSUV,TP1_HighSUV,TP2_HighSUV,TP3_HighSUV,TP4_HighSUV,TP5_HighSUV,TP6_HighSUV,TP1_VOLMORE1p5_SUV,TP2_VOLMORE1p5_SUV,TP3_VOLMORE1p5_SUV,TP4_VOLMORE1p5_SUV,TP5_VOLMORE1p5_SUV,TP6_VOLMORE1p5_SUV,TP1_VOLMORE2_SUV,TP2_VOLMORE2_SUV,TP3_VOLMORE2_SUV,TP4_VOLMORE2_SUV,TP5_VOLMORE2_SUV,TP6_VOLMORE2_SUV,TP1_TLG_SUV,TP2_TLG_SUV,TP3_TLG_SUV,TP4_TLG_SUV,TP5_TLG_SUV,TP6_TLG_SUV,TP1_TLG_HardPlusSoft_SUV,TP2_TLG_HardPlusSoft_SUV,TP3_TLG_HardPlusSoft_SUV,TP4_TLG_HardPlusSoft_SUV,TP5_TLG_HardPlusSoft_SUV,TP6_TLG_HardPlusSoft_SUV,TP1_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP2_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP3_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP4_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP5_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP6_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP1_SoftVol,TP2_SoftVol,TP3_SoftVol,TP4_SoftVol,TP5_SoftVol,TP6_SoftVol,TP1_HardVol,TP2_HardVol,TP3_HardVol,TP4_HardVol,TP5_HardVol,TP6_HardVol,TP1_log10CFU,TP2_log10CFU,TP3_log10CFU,TP4_log10CFU,TP5_log10CFU,TP6_log10CFU,TP1_LesionType,TP2_LesionType,TP3_LesionType,TP4_LesionType,TP5_LesionType,TP6_LesionType,TP1_FinalLesionType,TP2_FinalLesionType,TP3_FinalLesionType,TP4_FinalLesionType,TP5_FinalLesionType,TP6_FinalLesionType,TP1_Consolidate,TP2_Consolidate,TP3_Consolidate,TP4_Consolidate,TP5_Consolidate,TP6_Consolidate,TP1_Contour,TP2_Contour,TP3_Contour,TP4_Contour,TP5_Contour,TP6_Contour,UMAP1,UMAP2,cluster,classif
EMB+MOX+PZA+RIF,BN12,10,-342.06,-271.87,-238.21,-216.6,-188.78,-207.8,-359.0,-276.0,-221.0,-190.0,-165.0,-200.0,113.71,137.22,172.28,168.15,140.35,155.06,0.45,1.24,1.74,0.89,0.73,0.81,0.45,1.2,1.67,0.89,0.72,0.8,0.04,0.31,0.62,0.19,0.16,0.16,0.52,1.94,3.15,1.29,1.06,1.13,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.02,0.02,0.0,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0.0031746031746031746,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.01,0.01,0.01,,,,,,0.48,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 10 Day 032 AA,Lesion 10 Day 047 AA,Lesion 10 Day 059 AA,Lesion 10 Day 074 AA,Lesion 10 Day 086 AA,Lesion 10 Day 100 AA,9.023812,8.8027115,3,cool
EMB+MOX+PZA+RIF,BN12,11,-185.11,-92.47,-92.16,-91.12,-102.77,-129.16,-175.0,-46.0,-44.0,-53.0,-63.0,-92.0,155.63,139.82,142.23,136.12,138.22,137.97,1.49,4.02,4.33,2.75,1.5,1.69,1.26,3.84,4.14,2.49,1.5,1.59,0.76,1.86,1.92,1.33,0.51,0.65,3.49,8.72,8.97,6.33,2.75,3.15,0.01,0.08,0.07,0.08,0.05,0.11,0.01,0.08,0.07,0.08,0.05,0.11,0.01,0.08,0.06,0.06,0.02,0.06,0.04,0.36,0.31,0.28,0.16,0.34,0.04,0.36,0.31,0.28,0.16,0.34,0.0028653295128939827,0.009174311926605503,0.007803790412486065,0.01263823064770932,0.018181818181818184,0.03492063492063492,0.02,0.02,0.02,0.02,0.03,0.07,0.01,0.07,0.05,0.07,0.07,0.13,,,,,,0.48,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 11 Day 032 AA,Lesion 11 Day 047 AA,Lesion 11 Day 059 AA,Lesion 11 Day 074 AA,Lesion 11 Day 086 AA,Lesion 11 Day 100 AA,0.20301285,7.0570235,2,hot
EMB+MOX+PZA+RIF,BN12,12,-194.16,-137.93,-125.5,-99.61,-88.72,-86.48,-178.0,-89.0,-63.0,-47.0,-34.0,-33.0,140.41,159.08,164.93,142.53,142.82,141.81,1.48,4.12,4.33,2.98,1.54,1.74,1.16,3.77,4.01,2.86,1.52,1.73,0.93,2.08,1.92,1.3,0.54,0.62,5.3,10.51,9.81,7.82,3.46,4.56,0.2,1.62,1.42,1.77,1.58,1.8,0.2,1.62,1.42,1.77,1.58,1.8,0.13,1.44,1.29,1.51,0.66,1.0,0.82,7.08,6.15,6.03,4.75,5.07,0.82,7.0,6.04,5.99,4.72,5.01,0.03773584905660378,0.15413891531874407,0.14475025484199794,0.22634271099744244,0.4566473988439307,0.3947368421052632,0.3,0.66,0.51,0.51,0.74,0.6,0.24,1.04,0.94,1.49,2.32,2.25,,,,,,1.76,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,true,true,true,true,true,true,Lesion 12z13 Day 032 AA,Lesion 12z13 Day 047 AA,Lesion 12z13 Day 059 AA,Lesion 12z13 Day 074 AA,Lesion 12z13 Day 086 AA,Lesion 12z13 Day 100 AA,-4.9517126,8.258165,5,hot
EMB+MOX+PZA+RIF,BN13,1,-739.26,-453.21,-543.51,-528.4,-732.33,-809.69,-779.6,-490.47,-578.56,-550.08,-742.85,-809.74,123.68,209.16,191.76,122.48,78.54,53.64,0.32,0.94,0.75,0.72,0.73,0.67,0.32,0.98,0.73,0.67,0.64,0.68,0.04,0.14,0.19,0.22,0.18,0.15,0.44,1.14,1.18,1.21,1.04,0.87,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.47712125471966244,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 01 Day 031 FG,Lesion 01 Day 046 FG,Lesion 01 Day 060 FG,Lesion 01 Day 073 FG,Lesion 01 Day 088 FG,Lesion 01 Day 101 FG,7.5894256,2.7017329,13,cool
EMB+MOX+PZA+RIF,BN13,2,-279.0,-211.18,-181.79,-173.05,-225.95,-208.67,-257.66,-176.04,-147.07,-116.44,-184.12,-167.77,187.52,209.09,225.36,239.9,221.64,207.74,2.76,3.05,2.3,1.69,1.59,0.95,2.76,3.05,2.17,1.72,1.56,0.89,0.97,0.68,0.89,0.43,0.53,0.26,4.54,4.35,5.07,2.53,2.72,1.84,0.02,0.05,0.03,0.01,0.01,0.0,,,,,,,0.02,0.05,0.03,0.01,0.01,0.0,0.07,0.15,0.11,0.07,0.07,0.04,0.06,0.14,0.09,0.06,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,0.02,0.0,0.02,0.02,0.02,0.02,0.02,,,,,,0.7781512503836436,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 02 Day 031 FG,Lesion 02 Day 046 FG,Lesion 02 Day 060 FG,Lesion 02 Day 073 FG,Lesion 02 Day 088 FG,Lesion 02 Day 101 FG,0.93465924,1.6201625,12,hot
EMB+MOX+PZA+RIF,BN13,3,-501.67,-228.82,-266.18,-265.1,-277.46,-256.67,-565.52,-220.67,-281.4,-273.58,-291.41,-274.42,197.8,232.78,228.69,235.02,238.32,246.12,0.85,2.93,1.21,1.06,0.88,0.92,0.8,2.92,1.19,1.07,0.85,0.86,0.21,0.89,0.34,0.29,0.33,0.35,1.31,4.81,1.92,1.73,1.62,1.89,0.0,0.07,0.0,0.0,0.0,0.0,,,,,,,0.0,0.07,0.0,0.0,0.0,0.0,0.03,0.23,0.07,0.06,0.06,0.06,0.01,0.2,0.06,0.05,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.03,0.03,0.03,0.03,0.0,0.03,0.02,0.02,0.02,0.02,,,,,,0.7781512503836436,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,false,false,false,false,false,false,Lesion 03 Day 031 FG,Lesion 03 Day 046 FG,Lesion 03 Day 060 FG,Lesion 03 Day 073 FG,Lesion 03 Day 088 FG,Lesion 03 Day 101 FG,1.1295497,1.5018432,12,hot
EMB+MOX+PZA+RIF,BN13,4,-373.74,-177.77,-301.48,-268.96,-272.17,-176.97,-416.69,-113.15,-297.68,-265.63,-273.19,-134.95,208.32,244.02,251.24,258.96,242.6,247.45,1.15,2.96,1.2,1.1,1.22,1.26,1.13,2.9,1.11,1.08,1.16,1.2,0.34,1.02,0.39,0.37,0.42,0.47,1.88,5.69,2.25,2.14,2.25,2.49,0.0,0.31,0.01,0.0,0.01,0.02,,,,,,,0.0,0.31,0.01,0.0,0.01,0.02,0.08,1.11,0.23,0.24,0.22,0.38,0.05,0.98,0.17,0.2,0.18,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.09,0.09,0.08,0.12,0.01,0.18,0.06,0.07,0.05,0.13,,,,,,1.255272505103306,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,true,true,true,true,true,true,Lesion 04z05z06 Day 031 FG,Lesion 04z05z06 Day 046 FG,Lesion 04z05z06 Day 060 FG,Lesion 04z05z06 Day 073 FG,Lesion 04z05z06 Day 088 FG,Lesion 04z05z06 Day 101 FG,-0.9636923,2.425801,11,hot
EMB+MOX+PZA+RIF,BN13,8,-522.79,-163.89,-228.74,-215.83,-248.92,-259.8,-526.79,-117.21,-216.27,-182.08,-228.66,-260.06,258.79,233.18,242.92,247.9,237.34,239.22,0.87,2.74,1.61,1.48,1.26,1.35,0.81,2.75,1.6,1.5,1.28,1.3,0.5,0.79,0.28,0.42,0.32,0.45,1.86,4.35,2.18,2.27,1.88,2.47,0.0,0.04,0.0,0.01,0.0,0.0,,,,,,,0.0,0.04,0.0,0.01,0.0,0.0,0.01,0.14,0.06,0.1,0.05,0.05,0.01,0.13,0.05,0.08,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.03,0.02,0.02,0.02,0.01,,,,,,0.7781512503836436,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 08 Day 031 FG,Lesion 08 Day 046 FG,Lesion 08 Day 060 FG,Lesion 08 Day 073 FG,Lesion 08 Day 088 FG,Lesion 08 Day 101 FG,1.0752035,2.4792833,12,hot
EMB+MOX+PZA+RIF,BN13,9,-524.76,-258.5,-269.79,-268.82,-301.96,-296.92,-571.64,-265.3,-293.61,-273.58,-317.73,-317.49,164.54,219.57,225.36,232.64,216.82,235.52,0.98,2.64,1.19,1.32,0.98,1.32,0.99,2.65,1.15,1.28,1.02,1.27,0.2,0.78,0.29,0.43,0.21,0.42,1.4,4.22,1.84,2.65,1.39,2.27,0.0,0.03,0.0,0.0,0.0,0.0,,,,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.11,0.05,0.06,0.04,0.05,0.01,0.1,0.04,0.05,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,,,,,,0.7781512503836436,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 09 Day 031 FG,Lesion 09 Day 046 FG,Lesion 09 Day 060 FG,Lesion 09 Day 073 FG,Lesion 09 Day 088 FG,Lesion 09 Day 101 FG,2.073405,1.4159961,12,hot
EMB+MOX+PZA+RIF,BN13,10,-518.23,-205.2,-341.57,-279.86,-316.53,-384.28,-532.9,-174.01,-370.96,-289.5,-346.07,-422.09,107.1,222.61,211.32,211.59,215.02,177.25,0.48,2.73,0.98,1.39,0.78,0.66,0.49,2.54,0.97,1.43,0.81,0.61,0.09,1.01,0.24,0.33,0.18,0.21,0.61,5.12,1.6,1.98,1.13,1.21,0.0,0.07,0.0,0.0,0.0,0.0,,,,,,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.26,0.04,0.05,0.02,0.01,0.0,0.24,0.03,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.01,0.01,0.0,0.04,0.01,0.01,0.0,0.0,,,,,,0.47712125471966244,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 10 Day 031 FG,Lesion 10 Day 046 FG,Lesion 10 Day 060 FG,Lesion 10 Day 073 FG,Lesion 10 Day 088 FG,Lesion 10 Day 101 FG,1.0841439,1.7622919,12,hot
EMB+MOX+PZA+RIF,BN13,11,-445.32,-325.71,-402.71,-380.23,-471.31,-460.99,-488.05,-344.41,-434.05,-396.91,-503.97,-510.29,158.71,183.26,185.4,214.84,188.34,165.08,0.57,1.95,0.73,0.82,0.51,0.32,0.6,1.81,0.75,0.81,0.5,0.32,0.18,0.75,0.18,0.25,0.14,0.05,0.81,3.54,1.07,1.4,0.89,0.43,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.03,0.01,0.01,0.0,0.04,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,,,,,,0.47712125471966244,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 11 Day 031 FG,Lesion 11 Day 046 FG,Lesion 11 Day 060 FG,Lesion 11 Day 073 FG,Lesion 11 Day 088 FG,Lesion 11 Day 101 FG,7.43618,3.14506,13,cool
EMB+MOX+PZA+RIF,BN13,12,-554.82,-316.06,-337.1,-352.67,-332.99,-366.49,-592.03,-334.27,-358.74,-363.1,-372.39,-387.23,111.08,205.49,209.81,185.84,209.91,206.5,0.5,2.26,0.7,0.77,0.67,0.54,0.5,2.33,0.69,0.77,0.67,0.48,0.07,0.81,0.17,0.17,0.11,0.19,0.59,4.05,1.06,1.12,0.89,1.23,0.0,0.03,0.0,0.0,0.0,0.0,,,,,,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.02,0.02,0.01,0.0,0.09,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.01,0.02,0.0,0.01,0.01,0.0,0.0,0.0,,,,,,0.47712125471966244,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 12 Day 031 FG,Lesion 12 Day 046 FG,Lesion 12 Day 060 FG,Lesion 12 Day 073 FG,Lesion 12 Day 088 FG,Lesion 12 Day 101 FG,4.348464,1.1782169,1,cool
EMB+MOX+PZA+RIF,BN13,13,-537.28,-270.16,-263.61,-255.27,-332.16,-359.14,-559.41,-285.58,-283.43,-261.65,-356.19,-376.97,149.32,235.4,254.11,258.41,238.79,230.57,0.62,2.28,1.1,0.97,0.73,0.61,0.61,2.07,1.17,1.0,0.77,0.59,0.15,0.97,0.27,0.28,0.2,0.23,0.97,4.82,1.57,1.51,1.12,1.05,0.0,0.06,0.0,0.0,0.0,0.0,,,,,,,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.26,0.06,0.05,0.03,0.02,0.0,0.2,0.04,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.02,0.02,0.02,0.0,0.03,0.02,0.02,0.01,0.0,,,,,,0.47712125471966244,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 13 Day 031 FG,Lesion 13 Day 046 FG,Lesion 13 Day 060 FG,Lesion 13 Day 073 FG,Lesion 13 Day 088 FG,Lesion 13 Day 101 FG,2.741315,1.2323853,1,cool
EMB+MOX+PZA+RIF,BN13,14,-441.76,-136.46,-102.42,-243.44,-152.68,-168.15,-455.43,-46.21,-2.55,-158.21,-76.83,-93.93,202.39,208.34,200.19,265.33,217.58,232.11,1.66,3.81,2.61,2.09,1.44,1.74,1.64,3.48,2.63,2.03,1.48,1.79,0.37,1.79,0.37,0.95,0.38,0.55,2.57,8.29,3.36,4.04,2.2,2.9,0.01,0.11,0.11,0.04,0.0,0.04,,,,,,,0.01,0.11,0.11,0.04,0.0,0.04,0.05,0.51,0.32,0.17,0.14,0.17,0.03,0.48,0.29,0.13,0.12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.03,0.03,0.03,0.03,0.0,0.07,0.08,0.03,0.05,0.05,,,,,,0.7781512503836436,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 14 Day 031 FG,Lesion 14 Day 046 FG,Lesion 14 Day 060 FG,Lesion 14 Day 073 FG,Lesion 14 Day 088 FG,Lesion 14 Day 101 FG,0.2314561,4.9458055,2,hot
PZA+RIF,BN14,1,-274.12,-299.88,-278.43,-260.55,-249.18,-297.63,-288.0,-309.0,-289.0,-266.0,-262.0,-324.0,151.03,165.83,144.52,145.98,172.32,156.12,0.78,0.57,0.64,0.76,0.53,0.49,0.75,0.53,0.64,0.75,0.52,0.49,0.16,0.15,0.09,0.11,0.08,0.07,1.22,1.15,0.86,1.04,0.73,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.01,0.0,0.0,0.01,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,0.48,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,false,false,false,false,false,false,Lesion 01 Day 033 AA,Lesion 01 Day 046 AA,Lesion 01 Day 060 AA,Lesion 01 Day 074 AA,Lesion 01 Day 088 AA,Lesion 01 Day 102 AA,8.226125,5.9920406,8,cool
PZA+RIF,BN14,2,-249.77,-153.32,-185.1,-189.81,-157.1,-177.0,-253.0,-109.0,-141.0,-151.0,-102.0,-138.0,156.64,164.21,170.45,166.79,188.93,192.8,1.04,1.71,1.13,0.94,0.8,0.6,0.84,1.39,0.85,0.72,0.61,0.45,0.55,1.0,0.69,0.52,0.44,0.34,3.32,4.27,3.25,2.7,2.71,1.7,0.03,0.12,0.05,0.03,0.01,0.0,0.03,0.12,0.05,0.03,0.01,0.0,0.01,0.08,0.03,0.01,0.0,0.0,0.17,0.43,0.21,0.16,0.13,0.08,0.17,0.43,0.21,0.16,0.13,0.08,0.009036144578313253,0.028103044496487123,0.014792899408284025,0.01111111111111111,0.003690036900369004,0.0,0.12,0.11,0.09,0.08,0.07,0.06,0.05,0.14,0.1,0.08,0.09,0.07,,,,,,1.0,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,true,true,true,true,true,true,Lesion 02z04 Day 033 AA,Lesion 02z04 Day 046 AA,Lesion 02z04 Day 060 AA,Lesion 02z04 Day 074 AA,Lesion 02z04 Day 088 AA,Lesion 02z04 Day 102 AA,1.5893255,9.711028,14,hot
PZA+RIF,BN14,3,-350.67,-232.41,-318.0,-406.11,-385.65,-545.77,-357.0,-221.0,-333.0,-428.0,-392.0,-548.0,103.53,150.44,135.27,82.89,95.26,89.03,0.76,0.86,0.58,0.56,0.54,0.42,0.75,0.82,0.57,0.54,0.54,0.41,0.1,0.18,0.07,0.09,0.06,0.08,1.12,1.48,0.74,0.81,0.67,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,0.48,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,false,false,false,false,false,false,Lesion 03 Day 033 AA,Lesion 03 Day 046 AA,Lesion 03 Day 060 AA,Lesion 03 Day 074 AA,Lesion 03 Day 088 AA,Lesion 03 Day 102 AA,7.226665,8.385859,3,cool
PZA+RIF,BN14,6,-236.79,-66.81,-130.07,-150.67,-138.13,-224.58,-239.0,-23.0,-81.0,-103.0,-85.0,-236.0,158.14,136.24,165.92,174.23,199.38,210.96,1.38,3.09,1.96,1.45,1.0,0.61,1.0,2.84,1.76,1.21,0.7,0.48,0.94,1.62,1.09,0.86,0.72,0.35,5.86,7.18,4.91,4.16,3.53,2.02,0.27,1.38,0.66,0.43,0.17,0.02,0.27,1.38,0.66,0.43,0.17,0.02,0.18,1.15,0.49,0.29,0.1,0.0,1.26,5.37,2.26,1.54,0.78,0.39,1.26,5.37,2.26,1.54,0.77,0.38,0.04607508532423208,0.19220055710306405,0.13441955193482688,0.10336538461538461,0.0481586402266289,0.009900990099009901,0.62,0.36,0.42,0.46,0.32,0.39,0.29,1.32,0.73,0.62,0.45,0.25,,,,,,1.28,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,true,true,true,true,true,true,Lesion 06z07 Day 033 AA,Lesion 06z07 Day 046 AA,Lesion 06z07 Day 060 AA,Lesion 06z07 Day 074 AA,Lesion 06az07 Day 088 AA,Lesion 06z07 Day 102 AA,-5.1462855,6.8575053,0,hot
PZA+RIF,BN14,8,-352.04,-256.25,-331.69,-409.86,-519.12,-594.01,-363.0,-245.0,-331.0,-424.0,-540.0,-593.0,110.19,128.61,112.42,124.68,98.74,86.8,0.61,0.94,0.52,0.51,0.4,0.25,0.61,0.88,0.52,0.51,0.4,0.25,0.03,0.19,0.03,0.03,0.02,0.01,0.75,1.57,0.58,0.56,0.46,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.48,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 08 Day 033 AA,Lesion 08 Day 046 AA,Lesion 08 Day 060 AA,Lesion 08 Day 074 AA,Lesion 08 Day 088 AA,Lesion 08 Day 102 AA,8.654215,9.470357,3,cool
PZA+RIF,BN14,11,-289.05,-240.26,-264.15,-287.32,-231.53,-254.36,-299.0,-241.0,-267.0,-291.0,-239.0,-259.0,143.01,148.89,151.89,144.13,160.22,155.38,0.84,0.99,0.68,0.53,0.52,0.31,0.82,0.96,0.65,0.5,0.49,0.31,0.23,0.28,0.23,0.14,0.12,0.06,1.47,1.88,1.18,0.87,0.87,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.04,0.03,0.05,0.02,0.05,0.09,0.04,0.03,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.04,0.07,0.05,0.01,0.03,0.02,0.01,0.03,0.02,,,,,,0.96,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 11 Day 033 AA,Lesion 11 Day 046 AA,Lesion 11 Day 060 AA,Lesion 11 Day 074 AA,Lesion 11 Day 088 AA,Lesion 11 Day 102 AA,7.9598093,8.182325,3,cool
